BWMD_00036_1,BWMD_00337_38,BWMD_00339_42,BWMD_00323_78,BWMD_00314_114,BWMD_00313_154
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_ac1d7560-e897-4f58-8589-6746f3c4ad3f_7,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_f3335e28-c7b8-4d44-8fc7-b0c05ffc6ae0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_f3335e28-c7b8-4d44-8fc7-b0c05ffc6ae0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_f3335e28-c7b8-4d44-8fc7-b0c05ffc6ae0,25.97,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,57,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,44.56,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_4602a36d-f4a0-4213-95c6-36c54e739cd6_5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,57,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_4602a36d-f4a0-4213-95c6-36c54e739cd6_5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_6509cdb6-ac8c-413c-9d49-aff887b9dcf0,44.56,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,27,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,44.72,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_0ed16419-8369-4674-b324-68fdfb0e6d3f_10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,27,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_0ed16419-8369-4674-b324-68fdfb0e6d3f_10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_01c28a52-735c-4cc7-9b0f-4482be9436b5,44.72,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,27,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,44.72,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_548c0f00-868e-4ee3-8021-e96d5ddc6828_11,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,27,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_548c0f00-868e-4ee3-8021-e96d5ddc6828_11,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_c05225bb-d13e-431b-9cfa-bf5ccb565239,44.72,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_527ba108-606c-450f-a522-35631798bf10,57,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_527ba108-606c-450f-a522-35631798bf10,44.56,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_4602a36d-f4a0-4213-95c6-36c54e739cd6_3,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_527ba108-606c-450f-a522-35631798bf10,57,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_4602a36d-f4a0-4213-95c6-36c54e739cd6_3,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_527ba108-606c-450f-a522-35631798bf10,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_527ba108-606c-450f-a522-35631798bf10,44.56,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_0b897ed9-0933-4534-a345-81bfd8743309,57,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_0b897ed9-0933-4534-a345-81bfd8743309,44.56,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_4602a36d-f4a0-4213-95c6-36c54e739cd6_1,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_0b897ed9-0933-4534-a345-81bfd8743309,57,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_4602a36d-f4a0-4213-95c6-36c54e739cd6_1,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_0b897ed9-0933-4534-a345-81bfd8743309,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_0b897ed9-0933-4534-a345-81bfd8743309,44.56,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,30,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,26.1,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_0ed16419-8369-4674-b324-68fdfb0e6d3f_2,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,30,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_0ed16419-8369-4674-b324-68fdfb0e6d3f_2,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_3c545b79-071a-4f8a-8ee7-c8d11115c9ca,26.1,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,30,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,26.1,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_548c0f00-868e-4ee3-8021-e96d5ddc6828_1,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,30,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_548c0f00-868e-4ee3-8021-e96d5ddc6828_1,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_b4c0c594-81ca-4d5f-bb53-884b52a07ccc,26.1,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_d5b2c072-0658-4916-9943-f394996aeee6,57,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_d5b2c072-0658-4916-9943-f394996aeee6,46,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_ac1d7560-e897-4f58-8589-6746f3c4ad3f_3,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_d5b2c072-0658-4916-9943-f394996aeee6,57,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_ac1d7560-e897-4f58-8589-6746f3c4ad3f_3,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_d5b2c072-0658-4916-9943-f394996aeee6,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_d5b2c072-0658-4916-9943-f394996aeee6,46,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,57,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,46,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_186493d4-00fe-4699-b7ca-a5cc98f0de61_3,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,57,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_186493d4-00fe-4699-b7ca-a5cc98f0de61_3,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_fdf4628f-fe5d-45a9-87ab-8c6407aa193f,46,µm
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,27,W
http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#TechnologicalProduct__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,44.72,µm
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_186493d4-00fe-4699-b7ca-a5cc98f0de61_7,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#PowerXRayTube__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,27,W
https://www.emi.fraunhofer.de/ontologies/LPBFO#Separated+Part_186493d4-00fe-4699-b7ca-a5cc98f0de61_7,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ThreeDimensionalXRayComputerTomography__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#ProcessParameterSet__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,http://www.semanticweb.org/trell/ontologies/2020/10/merged_HDF5#VoxelEdgeLength__1_ddd2534d-f5a8-4e61-b056-b1ebc9fe5d13,44.72,µm
